Date,VOC (ppm), Temperature (C), Humidity (%),Pressure (hPa),PM1,PM2.5,PM10,PM4
2020-06-05 04:20:34,0.162,17.8,48,995.3,1.28,2.76,3.64,1.43
2020-06-05 04:30:37,0.155,17.8,48,995.4,1.24,2.38,3.73,1.4
2020-06-05 04:40:36,0.155,17.8,48,995.2,1.29,2.76,3.81,1.58
2020-06-05 04:50:33,0.158,17.7,48,995.3,1.4,2.94,4.36,1.91
2020-06-05 05:00:37,0.155,17.7,48,995.4,1.42,2.73,4.09,1.87
2020-06-05 05:10:33,0.153,17.7,47,995.3,1.61,3.16,4.36,2.2
2020-06-05 05:20:35,0.154,17.8,47,995.4,1.37,2.78,4.1,1.82
2020-06-05 05:30:35,0.151,17.8,47,995.4,1.83,3.75,4.97,2.68
2020-06-05 05:40:35,0.152,17.7,47,995.3,1.95,3.75,4.98,2.72
2020-06-05 05:50:35,0.155,17.7,47,995.2,2.01,3.71,5.09,2.85
2020-06-05 06:00:34,0.155,17.7,47,995.1,2.02,3.81,5.06,2.74
2020-06-05 06:10:36,0.154,17.7,47,995.3,2.03,3.89,5.15,2.76
2020-06-05 06:20:35,0.154,17.7,47,995.4,2.04,3.6,4.73,2.65
2020-06-05 06:30:34,0.15,17.7,47,995.4,1.73,3.09,4.34,2.27
2020-06-05 06:40:35,0.152,17.6,47,995.5,1.98,3.67,4.52,2.4
2020-06-05 06:50:35,0.153,17.6,47,995.4,2.06,3.44,4.77,2.41
2020-06-05 07:00:36,0.149,17.6,47,995.5,2.03,3.69,4.41,2.31
2020-06-05 07:10:35,0.147,17.7,47,995.6,2.14,3.48,4.99,2.57
2020-06-05 07:20:34,0.154,17.6,46,995.7,1.73,3.34,4.16,1.91
2020-06-05 07:30:35,0.148,17.6,46,995.6,2.03,3.28,4.44,2.26
2020-06-05 07:40:36,0.154,17.6,46,995.7,2.17,3.41,4.57,2.29
2020-06-05 07:50:37,0.166,17.4,49,995.8,2.25,3.51,4.9,2.49
2020-06-05 08:00:36,0.164,17.0,49,996.0,1.96,3.23,4.18,2.07
2020-06-05 08:10:35,0.164,16.9,49,995.8,1.76,3.18,3.95,1.87
2020-06-05 08:20:36,0.162,16.9,49,995.9,1.93,3.42,4.57,2.23
2020-06-05 08:30:35,0.154,16.9,49,995.9,2.0,3.36,4.73,2.42
2020-06-05 08:40:38,0.159,16.9,48,996.1,1.45,2.99,4.22,1.77
2020-06-05 08:50:39,0.16,17.0,48,995.9,1.82,3.49,4.59,2.16
2020-06-05 09:00:35,0.128,16.8,47,996.1,1.42,3.09,4.12,2.01
2020-06-05 09:10:36,0.125,16.0,48,996.0,1.21,2.73,3.44,1.28
2020-06-05 09:30:32,0.032,15.3,49,996.1,1.0,2.5,3.49,1.05
2020-06-05 09:40:35,0.025,15.1,49,996.1,1.34,2.73,3.62,1.46
2020-06-05 09:50:36,0.018,15.1,49,996.0,1.04,2.33,3.41,1.13
2020-06-05 10:00:37,0.014,15.0,50,996.0,1.33,2.62,3.54,1.48
2020-06-05 10:10:35,0.023,15.2,51,995.9,1.33,2.68,3.51,1.4
2020-06-05 10:20:36,0.021,15.3,50,996.0,1.26,2.68,3.44,1.34
2020-06-05 10:40:36,0.016,15.4,49,996.1,1.44,2.57,4.06,1.56
2020-06-05 10:50:36,0.033,15.4,50,996.0,1.34,2.78,3.63,1.42
2020-06-05 11:00:37,0.033,15.4,48,996.1,1.46,2.71,3.77,1.63
2020-06-05 11:10:35,0.033,15.4,49,996.1,1.29,2.83,3.74,1.46
2020-06-05 11:20:36,0.025,15.4,49,996.2,1.18,2.44,3.76,1.36
2020-06-05 11:30:35,0.03,15.4,48,996.2,1.81,3.46,4.42,2.04
2020-06-05 11:40:35,0.037,15.5,46,996.0,1.64,3.2,3.83,1.74
2020-06-05 11:50:37,0.033,15.6,46,996.1,1.62,3.06,4.19,1.72
2020-06-05 12:00:36,0.037,15.8,45,996.1,1.61,2.96,4.12,1.75
2020-06-05 12:10:36,0.043,15.9,47,996.0,1.75,3.07,4.32,1.85
2020-06-05 12:20:37,0.046,16.0,46,996.0,1.59,2.83,3.92,1.69
2020-06-05 12:30:39,0.035,16.0,46,996.0,2.0,3.55,4.61,2.17
2020-06-05 12:40:37,0.035,15.9,46,996.1,2.12,3.48,4.66,2.3
2020-06-05 12:50:36,0.03,15.8,45,996.4,1.64,3.19,3.83,1.73
2020-06-05 13:00:38,0.028,15.6,45,996.5,2.52,3.79,4.81,2.67
2020-06-05 13:10:35,0.028,15.4,50,996.6,2.24,3.51,4.75,2.37
2020-06-05 13:20:36,0.017,15.2,49,996.8,1.8,2.99,4.29,1.91
2020-06-05 13:30:37,0.012,15.2,49,996.8,2.22,3.82,4.53,2.34
2020-06-05 13:40:35,0.022,15.3,48,996.7,1.39,2.65,3.53,1.47
2020-06-05 13:50:36,0.018,15.5,47,996.6,1.69,3.09,4.28,1.79
2020-06-05 14:00:35,0.028,15.5,47,996.6,1.89,3.24,4.13,2.0
2020-06-05 14:10:35,0.027,15.8,46,996.4,1.39,2.71,3.6,1.47
2020-06-05 14:20:36,0.042,15.9,45,996.5,1.58,2.71,3.78,1.67
2020-06-05 14:30:36,0.028,15.9,44,996.6,1.21,2.72,3.43,1.28
2020-06-05 14:40:35,0.026,15.8,44,996.6,1.0,2.4,3.32,1.0
2020-06-05 14:50:38,0.023,15.9,42,996.3,1.0,2.27,3.23,1.02
2020-06-05 15:00:36,0.051,16.1,43,996.5,1.0,2.3,3.08,1.0
2020-06-05 15:10:36,0.035,16.2,42,996.5,1.0,2.17,2.87,1.0
2020-06-05 15:20:37,0.028,16.2,41,996.5,1.0,1.72,2.87,1.0
2020-06-05 15:30:36,0.027,16.1,41,996.5,1.0,2.04,2.61,1.0
2020-06-05 15:40:37,0.025,16.0,41,996.4,1.0,2.34,3.32,1.03
2020-06-05 15:50:38,0.021,15.9,41,996.4,1.0,1.76,2.97,1.0
2020-06-05 16:00:34,0.034,16.0,42,996.5,1.0,1.91,3.08,1.0
2020-06-05 16:41:34,0.017,15.9,40,996.4,1.0,1.81,2.91,1.0
2020-06-05 17:11:37,0.017,16.0,39,996.2,1.0,1.89,3.05,1.0
2020-06-05 17:21:34,0.012,15.9,39,996.3,1.0,2.25,3.21,1.0
2020-06-05 17:41:39,0.013,15.8,40,996.3,1.45,2.65,3.6,1.5
2020-06-05 17:51:36,0.016,15.8,39,996.3,1.18,2.49,3.67,1.2
2020-06-05 18:01:39,0.012,15.8,39,996.2,1.0,2.38,3.24,1.
2020-06-05 18:11:36,0.012,15.8,39,996.0,1.0,2.43,3.36,1.
2020-06-05 18:21:38,0.013,15.7,38,996.2,1.0,2.09,2.91,1.
2020-06-05 18:31:40,0.01,15.6,38,996.3,1.04,2.4,3.44,1.
2020-06-05 18:41:35,0.005,15.4,39,996.3,1.0,1.79,3.01,1.
2020-06-05 18:51:36,0.009,15.3,40,996.3,1.0,1.93,3.1,1.
2020-06-05 19:01:37,0.071,15.8,40,996.4,1.08,2.24,3.32,1.1
2020-06-05 19:11:37,0.102,16.1,41,996.5,1.0,2.41,3.4,1.0
2020-06-05 19:21:36,0.121,16.3,42,996.3,1.31,2.54,3.85,1.3
2020-06-05 19:31:37,0.116,16.5,40,996.4,1.02,2.19,3.21,1.0
2020-06-05 19:41:35,0.129,16.5,40,996.3,1.1,2.3,3.45,1.
2020-06-05 19:51:37,0.128,16.5,40,996.2,1.09,2.25,3.45,1.2
2020-06-05 20:01:37,0.22,16.7,43,996.2,1.0,1.53,2.32,1.
2020-06-05 20:11:34,0.242,17.0,44,996.3,1.0,1.47,2.74,1.
2020-06-05 20:21:36,0.258,17.3,45,996.6,1.0,1.52,2.43,1.
2020-06-05 20:31:35,0.256,17.5,43,996.7,1.0,1.55,2.26,1.
2020-06-05 20:41:36,0.262,17.7,43,996.8,1.0,1.46,2.59,1.
2020-06-05 20:51:38,0.262,17.7,43,996.8,1.0,1.58,2.49,1.
2020-06-05 21:11:35,0.2,16.9,46,996.6,1.06,2.33,3.71,1.3
2020-06-05 21:21:39,0.147,16.7,46,996.7,1.28,3.03,3.81,1.7
2020-06-05 21:31:34,0.14,16.6,46,996.7,1.17,2.6,3.89,1.7
2020-06-05 21:41:38,0.137,16.5,46,996.8,1.23,2.96,4.54,2.0
2020-06-05 21:51:34,0.132,16.4,48,996.9,1.0,2.54,3.38,1.3
2020-06-05 22:01:34,0.128,16.4,48,997.0,1.17,3.06,3.96,1.8
2020-06-05 22:11:33,0.132,16.3,48,997.2,1.15,2.89,4.21,1.7
2020-06-05 22:21:37,0.131,16.3,48,997.3,1.14,2.74,4.16,1.8
2020-06-05 22:31:34,0.128,16.3,48,997.3,1.18,3.04,4.14,2.0
2020-06-05 22:41:35,0.13,16.3,48,997.4,1.28,2.79,4.49,2.1
2020-06-05 22:51:35,0.13,16.2,48,997.5,1.0,2.41,3.92,1.4
2020-06-05 23:01:37,0.125,16.2,48,997.4,1.15,2.51,4.16,1.6
2020-06-05 23:11:37,0.122,16.2,48,997.5,1.0,2.48,3.68,1.2
2020-06-05 23:21:38,0.119,16.1,47,997.6,1.0,2.49,3.63,1.1
2020-06-05 23:31:34,0.119,16.1,47,997.7,1.0,2.18,2.99,1.
2020-06-05 23:41:36,0.124,16.1,47,997.7,1.26,2.55,3.99,1.4
2020-06-05 23:51:33,0.125,16.1,47,997.7,1.0,2.16,3.29,1.1
2020-06-06 00:01:36,0.122,16.1,47,997.7,1.23,2.73,3.8,1.5
2020-06-06 00:11:36,0.116,16.0,47,997.8,1.14,2.53,3.98,1.4
2020-06-06 00:21:36,0.119,16.0,47,998.0,1.38,2.84,4.23,1.8
2020-06-06 00:31:34,0.115,16.0,46,997.9,1.43,3.15,4.21,2.0
2020-06-06 00:41:37,0.113,15.9,46,997.9,1.06,2.64,3.94,1.7
2020-06-06 00:51:34,0.114,15.9,46,998.0,1.03,2.45,4.06,1.5
2020-06-06 01:01:39,0.108,15.9,46,998.0,1.0,2.56,3.62,1.5
2020-06-06 01:11:34,0.109,15.9,45,998.1,1.07,2.82,3.91,1.5
2020-06-06 01:21:39,0.107,15.8,45,998.2,1.0,2.72,3.7,1.4
2020-06-06 01:31:35,0.108,15.8,45,998.2,1.0,2.54,3.32,1.2
2020-06-06 01:41:36,0.106,15.7,45,998.2,1.0,2.05,3.12,1.0
2020-06-06 01:51:34,0.099,15.7,45,998.2,1.0,2.3,3.33,1.0
2020-06-06 02:01:34,0.098,15.7,45,998.2,1.0,1.96,3.42,1.
2020-06-06 02:11:34,0.096,15.6,44,998.1,1.0,1.86,3.1,1.
2020-06-06 02:21:39,0.1,15.6,44,998.0,1.0,1.97,3.24,1.
2020-06-06 02:31:34,0.097,15.6,44,998.1,1.0,2.32,3.18,1.
2020-06-06 02:41:37,0.096,15.5,44,998.0,1.0,2.12,2.92,1.
2020-06-06 02:51:33,0.096,15.5,44,998.0,1.0,2.13,2.97,1.
2020-06-06 03:01:36,0.096,15.5,44,998.0,1.0,1.63,2.79,1.
2020-06-06 03:11:35,0.095,15.5,44,998.0,1.0,2.06,2.93,1.
2020-06-06 03:21:38,0.092,15.5,43,998.0,1.0,2.39,3.55,1.1
2020-06-06 03:31:34,0.093,15.4,46,998.0,1.0,2.65,3.74,1.5
2020-06-06 03:41:36,0.09,15.4,45,998.0,1.0,2.46,3.84,1.7
2020-06-06 03:51:34,0.089,15.4,45,998.0,1.04,2.7,4.53,2.1
2020-06-06 04:01:37,0.089,15.4,45,997.9,1.0,2.82,4.32,1.8
2020-06-06 04:11:35,0.084,15.3,45,997.8,1.08,2.92,4.95,2.3
2020-06-06 04:21:36,0.083,15.3,44,998.0,1.0,2.43,3.86,1.3
2020-06-06 04:31:36,0.083,15.3,44,998.0,1.0,2.69,4.27,1.9
2020-06-06 04:41:37,0.087,15.3,44,998.0,1.0,2.63,4.04,1.7
2020-06-06 04:51:37,0.082,15.2,44,998.1,1.0,2.63,4.01,1.7
2020-06-06 05:01:36,0.081,15.2,44,998.2,1.0,3.0,4.14,2.
2020-06-06 05:11:37,0.08,15.2,44,998.1,1.46,4.03,5.74,3.4
2020-06-06 05:21:37,0.084,15.2,44,998.2,1.72,4.78,7.21,4.
2020-06-06 05:31:34,0.077,15.2,44,998.1,1.8,4.92,7.53,5.0
2020-06-06 07:51:34,0.121,15.7,43,998.4,2.29,5.09,7.66,5.1
2020-06-06 08:01:35,0.12,15.7,43,998.4,1.79,4.92,7.36,4.9
2020-06-06 08:11:35,0.123,15.8,43,998.3,1.49,4.32,6.38,4.1
2020-06-06 08:21:37,0.143,16.1,44,998.2,1.88,4.93,7.84,5.3
2020-06-06 08:31:34,0.144,16.4,44,998.1,1.87,4.9,7.7,5.2
2020-06-06 08:41:36,0.136,16.5,41,998.1,1.59,4.68,7.61,4.8
2020-06-06 08:51:36,0.046,15.8,41,998.1,1.0,3.39,5.21,2.9
2020-06-06 09:41:37,0.225,15.1,44,998.0,1.2,4.08,6.16,3.6
2020-06-06 10:42:36,0.278,14.2,46,998.5,1.5,5.35,8.31,5.7
2020-06-06 12:02:37,0.061,15.1,52,998.6,1.21,3.94,6.53,4.0
2020-06-06 12:42:37,0.173,17.4,54,998.8,1.04,3.72,6.37,3.6
2020-06-06 13:22:38,0.001,15.1,53,999.0,1.0,3.16,5.35,2.8
2020-06-06 14:22:29,0.005,17.1,66,998.7,3.52,8.03,12.47,9.4
2020-06-06 14:34:42,1.057,17.7,49,998.9,208.19,250.29,279.77,272.61
2020-06-06 15:04:44,0.117,14.1,58,998.8,2.85,5.83,8.07,5.42
2020-06-06 15:17:16,0.106,15.0,57,998.8,3.34,7.99,12.37,9.39
2020-06-06 15:35:48,0.089,14.8,57,998.9,1.9,3.85,5.06,2.68
2020-06-06 15:47:33,0.079,14.2,60,998.9,1.98,4.03,5.66,3.47
2020-06-06 16:00:17,0.048,14.0,60,998.9,1.42,3.27,4.96,2.56
2020-06-06 16:13:00,0.025,14.0,60,998.9,1.53,3.05,4.07,2.03
2020-06-06 19:02:10,0.186,16.5,54,999.4,1.44,2.55,3.99,1.52
2020-06-06 19:33:25,0.138,17.6,51,999.4,6.96,13.01,18.34,15.58
2020-06-06 19:44:41,0.199,17.5,53,999.5,555.82,724.92,858.46,833.96
2020-06-06 19:51:28,0.194,17.4,57,999.6,521.2,596.24,639.48,630.25
2020-06-06 20:03:20,0.197,17.6,54,999.6,396.93,461.59,501.72,493.13
2020-06-06 20:15:22,0.186,17.7,53,999.8,295.81,365.7,417.02,406.43
2020-06-06 20:33:23,0.188,16.9,56,1000.0,143.48,167.88,183.16,178.64
2020-06-06 20:52:30,0.142,16.5,55,999.9,86.34,99.71,107.65,104.15
2020-06-06 21:03:46,0.173,16.5,54,1000.1,62.82,73.23,79.34,76.03
2020-06-06 21:23:07,0.117,16.4,57,1000.3,46.85,56.94,64.26,60.89
2020-06-06 21:47:01,0.11,16.1,56,1000.7,24.19,30.01,33.61,30.98
2020-06-06 22:05:04,0.122,15.9,55,1001.0,18.14,24.38,29.04,26.32
2020-06-06 22:23:07,0.121,15.8,55,1001.2,11.93,15.52,18.42,15.94
2020-06-06 22:47:36,0.104,15.8,55,1001.3,9.31,11.32,12.78,10.41
2020-06-06 23:02:29,0.106,16.0,54,1001.3,9.18,11.4,12.63,10.19
2020-06-06 23:24:22,0.09,15.6,54,1001.3,5.89,7.27,8.64,6.23
2020-06-06 23:42:30,0.086,15.5,54,1001.2,5.41,7.52,9.56,7.09
2020-06-07 00:07:01,0.076,15.5,54,1001.4,4.57,6.16,7.21,4.83
2020-06-07 00:25:05,0.087,15.5,54,1001.4,4.06,5.6,6.65,4.29
2020-06-07 00:42:30,0.125,15.6,53,1001.5,3.71,5.31,6.01,3.93
2020-06-07 01:08:20,0.064,15.5,53,1001.4,3.39,5.18,6.61,4.46
2020-06-07 01:25:46,0.087,15.4,56,1001.3,2.44,3.62,5.06,2.58
2020-06-07 01:42:28,0.112,15.6,52,1001.3,2.57,4.13,5.19,2.72
2020-06-07 02:02:28,0.074,15.3,56,1001.5,2.9,4.26,5.15,3.06
2020-06-07 02:22:27,0.066,15.7,53,1001.8,2.84,4.33,5.17,3.01
2020-06-07 02:45:02,0.074,15.3,56,1001.9,2.69,4.12,5.3,2.85
2020-06-07 03:02:29,0.111,15.5,52,1002.0,2.69,4.1,5.28,2.84
2020-06-07 03:28:23,0.057,15.4,56,1002.0,3.12,4.55,5.66,3.3
2020-06-07 03:46:21,0.065,15.2,56,1001.8,3.57,5.34,6.52,4.29
2020-06-07 04:28:52,0.067,15.2,55,1002.2,3.19,7.16,10.75,7.86
2020-06-07 05:23:45,0.051,15.2,55,1002.4,3.33,4.77,5.6,3.53
2020-06-07 05:47:34,0.07,15.1,55,1002.7,3.28,5.0,6.35,3.95
2020-06-07 06:02:27,0.067,15.4,54,1002.8,3.42,5.2,6.17,4.09
2020-06-07 06:23:43,0.096,15.2,55,1003.0,3.15,6.62,10.23,7.45
2020-06-07 06:42:28,0.066,15.1,55,1003.2,3.57,5.76,7.49,5.16
2020-06-07 07:02:28,0.06,15.6,52,1003.5,3.5,5.1,6.09,3.7
2020-06-07 07:25:40,0.055,15.4,56,1003.8,3.22,4.86,5.57,3.4
2020-06-07 07:43:10,0.091,15.3,56,1004.2,2.56,4.08,5.14,2.71
2020-06-07 08:02:29,0.062,15.5,53,1004.4,2.8,4.0,5.29,2.96
2020-06-07 08:43:45,0.099,15.6,53,1004.7,3.41,5.48,6.71,4.29
2020-06-07 09:14:31,0.177,15.9,55,1004.8,6.91,9.43,11.28,8.94
2020-06-07 11:42:28,0.029,16.7,50,1006.1,1.95,3.15,4.1,2.06
2020-06-07 11:52:28,0.117,16.3,53,1006.0,3.21,8.21,12.38,9.59
2020-06-07 12:05:01,0.091,16.1,53,1006.1,2.43,4.07,5.37,3.3
2020-06-07 12:17:00,0.118,16.2,53,1006.1,2.36,4.1,5.06,3.0
2020-06-07 12:22:29,0.138,16.4,53,1006.3,3.08,4.96,6.04,3.68
2020-06-07 12:35:42,0.099,16.1,53,1006.3,3.87,9.21,13.62,10.77
2020-06-07 12:47:32,0.12,16.3,53,1006.2,3.56,6.6,9.35,6.83
2020-06-07 12:54:23,0.095,16.4,54,1006.3,5.43,11.03,16.23,13.45
2020-06-07 13:05:39,0.121,16.4,54,1006.4,3.84,5.87,7.9,5.47
2020-06-07 13:13:06,0.063,16.6,51,1006.5,4.66,7.65,10.01,7.59
2020-06-07 13:24:24,0.083,16.6,51,1006.7,7.08,16.47,24.37,21.06
2020-06-07 13:36:22,0.081,16.8,50,1006.6,3.79,6.23,8.19,5.82
2020-06-07 13:42:26,0.087,16.8,51,1006.7,4.71,8.64,11.82,9.12
2020-06-07 13:54:24,0.11,16.8,51,1006.9,3.15,4.34,5.48,3.34
2020-06-07 14:13:08,0.055,16.7,50,1006.9,2.27,3.76,4.52,2.4
2020-06-07 14:25:05,0.077,16.8,51,1006.9,3.4,6.99,9.66,7.14
2020-06-07 14:32:27,0.042,17.0,51,1007.0,3.18,6.29,8.66,6.02
2020-06-07 14:43:07,0.085,16.9,50,1006.9,2.53,4.65,5.87,3.67
2020-06-07 14:56:17,0.031,16.9,50,1007.1,2.77,4.25,5.01,2.93
2020-06-07 15:07:39,0.075,16.8,49,1007.2,2.75,4.91,6.35,3.9
2020-06-07 15:12:29,0.094,16.9,49,1007.3,3.14,5.24,7.12,4.78
2020-06-07 15:26:16,0.029,16.7,49,1007.4,2.59,4.44,5.64,3.25
2020-06-07 15:32:28,0.029,16.8,49,1007.4,3.22,4.61,6.24,3.75
2020-06-07 15:45:04,0.016,16.8,49,1007.6,3.1,5.04,6.23,3.78
2020-06-07 16:02:27,0.059,16.8,50,1007.6,3.96,5.83,7.07,4.85
2020-06-07 16:12:26,0.086,17.0,50,1007.7,3.63,5.34,6.46,4.25
2020-06-07 16:27:36,0.015,16.8,49,1007.7,3.42,6.15,8.04,5.67
2020-06-07 16:33:06,0.042,16.7,49,1007.6,2.87,4.29,5.67,3.47
2020-06-07 16:45:02,0.061,16.7,49,1007.7,6.06,9.14,11.0,8.74
2020-06-07 16:52:30,0.017,17.0,51,1007.7,5.93,8.22,9.76,7.62
2020-06-07 17:03:48,0.026,16.7,51,1007.8,4.97,6.38,7.33,5.25
2020-06-07 17:15:08,0.097,16.8,50,1007.8,1.58,3.87,5.49,2.95
2020-06-07 17:28:14,0.017,16.7,50,1007.8,3.99,6.91,9.33,6.66
2020-06-07 17:33:44,0.056,16.7,50,1007.9,3.9,5.94,7.02,4.7
2020-06-07 17:45:42,0.07,16.7,50,1007.9,3.61,5.24,6.27,4.17
2020-06-07 17:52:30,0.015,16.7,50,1007.9,3.58,5.46,6.52,4.19
2020-06-07 18:03:45,0.088,16.7,50,1008.0,1.66,3.4,4.89,2.45
2020-06-07 18:12:28,0.033,16.9,50,1008.1,2.8,4.32,5.45,3.24
2020-06-07 18:22:27,0.034,16.6,50,1008.2,4.26,6.75,8.3,6.0
2020-06-07 18:32:29,0.09,17.0,50,1008.2,3.93,6.24,7.67,5.41
2020-06-07 18:52:28,0.125,16.9,51,1008.4,4.79,6.97,8.15,5.81
2020-06-07 19:02:28,0.105,17.1,51,1008.6,4.37,6.3,7.16,5.04
2020-06-07 19:17:32,0.07,16.8,51,1008.8,3.78,5.34,6.11,4.0
2020-06-07 19:23:44,0.075,16.8,52,1008.9,5.2,6.91,8.27,6.07
2020-06-07 19:35:40,0.094,16.8,52,1009.1,40.99,44.89,46.6,44.09
2020-06-07 19:42:29,0.125,17.1,52,1009.1,150.0,160.66,161.74,159.64
2020-06-07 19:54:29,0.117,17.0,52,1009.1,128.12,138.0,140.86,138.22
2020-06-07 20:05:40,0.154,16.9,53,1009.3,84.88,92.2,93.97,91.63
2020-06-07 20:12:27,0.131,17.0,53,1009.4,73.88,80.4,82.43,80.18
2020-06-07 20:23:44,0.159,16.9,53,1009.5,38.25,42.19,43.98,41.45
2020-06-07 20:36:24,0.126,16.9,52,1009.5,39.04,43.89,46.62,44.07
2020-06-07 20:42:31,0.128,16.8,52,1009.5,34.34,38.41,40.61,37.98
2020-06-07 20:52:28,0.154,17.1,52,1009.7,32.79,36.8,38.38,35.85
2020-06-07 21:06:59,0.116,16.7,52,1009.7,18.13,24.31,29.01,26.35
2020-06-07 21:12:28,0.16,16.9,52,1009.8,22.12,25.58,27.27,24.77
2020-06-07 21:37:38,0.106,16.7,51,1010.1,10.37,12.6,14.07,11.91
2020-06-07 21:43:06,0.129,16.7,51,1010.3,12.93,17.23,21.16,18.28
2020-06-07 21:56:23,0.079,16.7,51,1010.5,8.71,10.81,12.64,10.17
2020-06-07 22:07:45,0.106,16.6,51,1010.6,7.27,9.22,10.18,7.87
2020-06-07 22:12:29,0.133,16.8,51,1010.7,7.55,9.45,10.24,8.21
2020-06-08 12:22:26,0.153,17.2,52,1015.4,4.13,6.65,8.22,5.99
2020-06-08 12:43:45,0.202,20.0,42,1015.3,2.98,5.19,6.5,4.26
2020-06-08 12:52:26,0.135,19.8,41,1015.3,4.06,5.8,6.84,4.71
2020-06-08 13:03:05,0.091,19.0,44,1015.1,3.98,5.49,6.46,4.21
2020-06-08 13:22:29,0.143,22.6,46,1015.3,3.7,5.42,6.65,4.36
2020-06-08 14:05:04,0.106,24.5,37,1015.0,2.26,4.1,5.38,3.24
2020-06-08 15:02:27,0.126,18.9,50,1015.1,4.31,6.83,9.06,6.58
2020-06-08 15:22:28,0.068,18.5,49,1015.2,2.91,6.23,9.13,6.39
2020-06-08 15:32:27,0.096,18.5,48,1015.3,5.42,7.47,8.91,6.6
2020-06-08 17:57:02,0.103,20.1,49,1015.3,4.62,7.82,11.13,8.37
2020-06-08 18:12:27,0.028,20.5,46,1015.2,4.44,6.18,7.11,4.7
2020-06-08 18:27:38,0.038,19.9,48,1015.2,5.75,10.54,15.3,12.34
2020-06-08 18:32:30,0.008,20.3,48,1015.3,5.32,9.53,13.18,10.48
2020-06-08 18:42:29,0.084,19.9,48,1015.2,7.32,11.21,14.16,11.61
2020-06-08 18:52:28,0.0,20.4,47,1015.2,5.45,6.78,8.21,5.77
2020-06-08 19:02:31,0.065,19.3,50,1015.1,5.13,9.69,13.74,10.76
2020-06-08 19:15:03,0.001,20.2,48,1015.2,4.35,5.94,6.77,4.6
2020-06-08 19:56:17,0.059,18.9,50,1015.1,6.34,8.02,9.51,7.27
2020-06-08 20:07:37,0.126,18.3,54,1015.2,6.5,8.2,9.18,6.88
2020-06-08 20:12:27,0.164,18.4,53,1015.2,6.53,7.93,8.93,6.91
2020-06-08 20:25:39,0.164,18.2,53,1015.3,6.4,7.88,9.26,6.77
2020-06-08 20:32:30,0.109,18.2,53,1015.3,7.68,9.16,10.31,8.12
2020-06-08 20:43:47,0.177,18.3,53,1015.4,7.15,10.3,12.32,9.96
2020-06-08 20:52:28,0.128,18.5,50,1015.5,7.13,8.74,9.85,7.54
2020-06-08 21:02:28,0.135,18.2,52,1015.7,7.09,9.4,10.37,8.24
2020-06-08 21:12:29,0.154,18.4,51,1015.8,6.49,8.32,9.81,7.29
2020-06-08 21:33:44,0.092,18.1,50,1015.9,6.99,8.57,9.53,7.39
2020-06-08 21:45:07,0.109,17.8,49,1015.9,6.43,8.49,9.97,7.69
2020-06-08 21:52:31,0.085,18.0,49,1016.0,6.62,8.51,10.22,7.92
2020-06-08 22:03:05,0.146,17.7,48,1016.1,6.12,8.09,9.63,7.25
2020-06-08 22:22:30,0.076,17.3,49,1016.3,6.21,7.69,9.12,6.77
2020-06-08 22:46:18,0.074,16.8,48,1016.4,5.41,6.93,7.82,5.72
2020-06-08 23:04:22,0.095,16.6,47,1016.3,3.65,5.67,6.94,4.8
2020-06-08 23:22:44,0.074,16.3,49,1016.5,3.19,4.64,5.82,3.38
2020-06-08 23:46:57,0.079,16.1,49,1016.5,4.61,6.0,7.09,4.87
2020-06-09 00:02:28,0.104,16.3,48,1016.4,4.09,5.37,6.45,4.33
2020-06-09 00:23:48,0.07,15.9,48,1016.4,4.23,5.5,6.72,4.48
2020-06-09 00:48:13,0.057,15.7,49,1016.4,4.34,6.02,7.5,5.14
2020-06-09 01:05:41,0.129,15.7,48,1016.5,3.4,4.79,5.68,3.59
2020-06-09 01:22:29,0.111,15.8,48,1016.6,5.7,8.28,9.82,7.58
2020-06-09 01:48:51,0.056,15.2,50,1016.5,7.82,12.7,17.4,14.42
2020-06-09 02:07:39,0.033,15.3,50,1016.3,4.64,6.74,7.79,5.68
2020-06-09 02:25:03,0.08,15.0,50,1016.2,4.23,5.48,6.69,4.47
2020-06-09 02:42:31,0.114,15.1,50,1016.1,4.94,6.67,7.59,5.22
2020-06-09 03:08:20,0.028,14.9,50,1015.9,3.2,4.72,5.41,3.39
2020-06-09 03:25:40,0.098,14.8,50,1015.9,7.74,12.06,15.43,12.88
2020-06-09 03:42:28,0.088,14.9,49,1015.8,4.58,7.46,10.29,7.55
2020-06-09 04:03:11,0.022,14.6,50,1015.8,3.57,5.15,6.2,3.77
2020-06-09 04:27:37,0.014,14.6,49,1015.8,3.84,5.5,6.94,4.56
2020-06-09 04:45:40,0.021,14.4,52,1015.8,3.14,4.76,5.4,3.33
2020-06-09 05:03:47,0.023,14.3,52,1015.8,3.64,5.58,7.35,4.79
2020-06-09 05:27:39,0.059,14.2,52,1016.1,3.45,5.1,6.3,3.86
2020-06-09 05:42:29,0.035,14.5,49,1016.1,4.57,6.07,7.32,4.99
2020-06-09 06:23:06,0.022,14.1,53,1016.1,4.81,6.96,8.45,6.08
2020-06-09 06:46:59,0.062,14.4,54,1016.1,7.11,9.46,10.74,8.52
2020-06-09 07:02:26,0.068,14.8,52,1016.2,7.22,9.12,10.51,8.22
2020-06-09 08:24:23,0.119,16.1,52,1016.6,3.97,5.96,7.24,4.88
